state,region,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
Arunachal Pradesh,Northeast,Black (Regur),775,Rabi,1.35,Cotton,2400
Bihar,East,Laterite,664,Kharif,0.29,Rice,2638
Tamil Nadu,South,Laterite,1609,Rabi,0.58,Maize,2851
Karnataka,South,Black (Regur),934,Kharif,0.11,Millets,1724
Maharashtra,West,Sandy,944,Kharif,2.88,Jute,2228
Odisha,East,Clay,986,Kharif,2.95,Millets,1651
Jharkhand,East,Black (Regur),1022,Kharif,3.07,Jute,2485
Himachal Pradesh,North,Black (Regur),553,Kharif,0.45,Sugarcane,68338
Gujarat,West,Clay,1085,Kharif,1.17,Vegetables,17591
Jharkhand,East,Sandy,835,Rabi,1.81,Millets,1393
Uttarakhand,North,Red,1185,Kharif,0.1,Cotton,1994
Telangana,South,Black (Regur),1077,Rabi,2.7,Sugarcane,80353
Uttar Pradesh,North,Laterite,905,Kharif,1.52,Rice,2902
West Bengal,East,Alluvial,614,Kharif,2.55,Maize,3074
Kerala,South,Black (Regur),730,Rabi,2.2,Millets,1645
Tripura,Northeast,Laterite,1467,Kharif,0.43,Cotton,1496
Rajasthan,West,Alluvial,1069,Rabi,1.19,Wheat,3262
Haryana,North,Loamy,841,Rabi,3.35,Oilseeds,1366
Tamil Nadu,South,Loamy,1210,Kharif,1.8,Oilseeds,1336
Andhra Pradesh,South,Alluvial,1236,Zaid,0.18,Oilseeds,1173
Himachal Pradesh,North,Clay,697,Kharif,0.1,Millets,1295
Odisha,East,Loamy,967,Kharif,3.82,Rice,3256
Assam,Northeast,Black (Regur),447,Kharif,3.35,Sugarcane,65366
Karnataka,South,Laterite,303,Rabi,3.98,Potato,19232
Sikkim,Northeast,Sandy,1023,Kharif,1.38,Potato,21146
Karnataka,South,Black (Regur),1016,Rabi,0.95,Rice,3524
West Bengal,East,Red,987,Kharif,0.88,Vegetables,14809
Uttarakhand,North,Black (Regur),772,Kharif,1.78,Sugarcane,72293
Mizoram,Northeast,Sandy,1009,Rabi,2.24,Jute,2351
Karnataka,South,Sandy,350,Zaid,1.18,Cotton,1475
Telangana,South,Alluvial,792,Kharif,0.95,Cotton,2409
Uttar Pradesh,North,Black (Regur),1560,Kharif,2.79,Cotton,1986
Jharkhand,East,Alluvial,919,Zaid,1.7,Potato,21135
Goa,West,Alluvial,1199,Kharif,1.12,Jute,2861
Andhra Pradesh,South,Black (Regur),761,Kharif,3.07,Oilseeds,1358
Odisha,East,Alluvial,762,Kharif,2.24,Oilseeds,1486
Madhya Pradesh,Central,Black (Regur),696,Rabi,0.73,Millets,1642
Andhra Pradesh,South,Clay,528,Zaid,1.74,Wheat,2272
Uttarakhand,North,Black (Regur),687,Kharif,2.89,Oilseeds,1085
Jharkhand,East,Black (Regur),863,Kharif,1.59,Maize,3593
Sikkim,Northeast,Black (Regur),1000,Kharif,2.37,Vegetables,17245
Nagaland,Northeast,Sandy,715,Kharif,1.42,Oilseeds,1026
Goa,West,Black (Regur),1221,Kharif,3.39,Cotton,2197
Haryana,North,Clay,1029,Rabi,2.55,Potato,23797
Karnataka,South,Black (Regur),461,Kharif,2.14,Wheat,2570
Chhattisgarh,Central,Sandy,634,Rabi,1.93,Pulses,722
Mizoram,Northeast,Sandy,660,Kharif,1.66,Sugarcane,54608
Assam,Northeast,Loamy,352,Kharif,3.06,Maize,3034
Goa,West,Laterite,1189,Kharif,1.47,Potato,20698
Uttar Pradesh,North,Alluvial,918,Rabi,2.17,Maize,4266
Madhya Pradesh,Central,Clay,666,Kharif,1.35,Sugarcane,55684
Uttar Pradesh,North,Clay,1000,Kharif,3.23,Oilseeds,1254
Bihar,East,Loamy,955,Kharif,0.86,Maize,3888
Chhattisgarh,Central,Sandy,1061,Zaid,1.82,Millets,1265
Uttarakhand,North,Clay,1196,Kharif,1.97,Jute,2661
Andhra Pradesh,South,Red,427,Kharif,0.1,Maize,2876
Uttar Pradesh,North,Clay,1123,Rabi,2.85,Potato,25395
Assam,Northeast,Alluvial,753,Rabi,0.1,Millets,1730
Himachal Pradesh,North,Clay,589,Zaid,3.42,Vegetables,13206
Jharkhand,East,Black (Regur),1216,Kharif,0.17,Sugarcane,77731
Punjab,North,Laterite,1192,Kharif,2.25,Jute,2282
Punjab,North,Red,1184,Zaid,0.36,Cotton,1728
Karnataka,South,Red,996,Zaid,2.51,Millets,1322
Himachal Pradesh,North,Laterite,1026,Rabi,1.08,Potato,21450
Sikkim,Northeast,Red,546,Kharif,1.84,Wheat,2640
Jharkhand,East,Clay,572,Rabi,3.64,Oilseeds,1222
Madhya Pradesh,Central,Sandy,775,Kharif,2.27,Wheat,2375
Madhya Pradesh,Central,Alluvial,987,Kharif,0.65,Oilseeds,1373
Nagaland,Northeast,Sandy,816,Kharif,4.88,Millets,1467
Punjab,North,Red,1019,Kharif,2.53,Rice,2717
Assam,Northeast,Red,1307,Kharif,2.62,Pulses,724
Sikkim,Northeast,Red,853,Zaid,0.54,Cotton,1698
Punjab,North,Sandy,905,Kharif,1.76,Vegetables,13756
Haryana,North,Black (Regur),344,Kharif,0.1,Wheat,2832
Punjab,North,Black (Regur),907,Kharif,2.73,Cotton,2187
Goa,West,Red,918,Kharif,2.53,Vegetables,17111
West Bengal,East,Alluvial,627,Rabi,2.21,Maize,3854
Madhya Pradesh,Central,Alluvial,815,Kharif,3.96,Oilseeds,1368
Mizoram,Northeast,Sandy,1115,Rabi,0.11,Jute,2188
Assam,Northeast,Black (Regur),726,Kharif,1.98,Jute,2595
Haryana,North,Black (Regur),834,Rabi,1.55,Vegetables,18410
Tamil Nadu,South,Alluvial,734,Kharif,2.47,Oilseeds,1368
Manipur,Northeast,Red,820,Kharif,4.12,Potato,21850
Goa,West,Sandy,1114,Rabi,0.1,Pulses,859
Tripura,Northeast,Laterite,867,Kharif,1.14,Wheat,2659
Himachal Pradesh,North,Clay,1032,Kharif,0.94,Pulses,909
Mizoram,Northeast,Sandy,603,Kharif,0.1,Maize,2474
Meghalaya,Northeast,Laterite,1295,Kharif,1.11,Wheat,2417
Bihar,East,Sandy,406,Kharif,1.97,Maize,2404
Goa,West,Clay,823,Kharif,3.68,Sugarcane,68311
Arunachal Pradesh,Northeast,Black (Regur),1302,Kharif,3.26,Jute,2301
Himachal Pradesh,North,Loamy,904,Kharif,3.22,Rice,3107
Madhya Pradesh,Central,Sandy,767,Rabi,0.42,Sugarcane,66701
Mizoram,Northeast,Sandy,523,Kharif,0.32,Pulses,763
Mizoram,Northeast,Clay,968,Kharif,0.73,Vegetables,18462
Uttarakhand,North,Black (Regur),879,Kharif,1.75,Oilseeds,1243
Andhra Pradesh,South,Clay,1251,Kharif,0.1,Maize,3460
Jharkhand,East,Laterite,894,Zaid,2.71,Oilseeds,994
Gujarat,West,Alluvial,1161,Kharif,2.86,Wheat,3101
Arunachal Pradesh,Northeast,Loamy,1120,Rabi,1.97,Sugarcane,81917
Arunachal Pradesh,Northeast,Black (Regur),773,Kharif,2.4,Sugarcane,66874
Bihar,East,Red,477,Kharif,1.4,Jute,1959
Madhya Pradesh,Central,Red,878,Rabi,1.88,Sugarcane,72542
Manipur,Northeast,Sandy,988,Kharif,0.1,Vegetables,14296
Chhattisgarh,Central,Loamy,850,Rabi,0.1,Maize,3706
Gujarat,West,Black (Regur),945,Kharif,1.55,Maize,3312
Odisha,East,Laterite,67,Kharif,0.1,Cotton,1296
Assam,Northeast,Loamy,1208,Kharif,2.04,Maize,3937
Meghalaya,Northeast,Clay,278,Rabi,0.1,Oilseeds,1152
Himachal Pradesh,North,Clay,719,Rabi,0.72,Maize,3820
Uttarakhand,North,Red,939,Rabi,0.61,Rice,3248
Himachal Pradesh,North,Black (Regur),997,Zaid,1.48,Vegetables,15242
West Bengal,East,Sandy,1029,Kharif,0.1,Cotton,1772
Chhattisgarh,Central,Sandy,885,Kharif,0.25,Jute,2055
Haryana,North,Loamy,653,Kharif,3.82,Pulses,906
Maharashtra,West,Alluvial,723,Kharif,2.25,Oilseeds,1491
Meghalaya,Northeast,Laterite,1044,Kharif,0.7,Vegetables,16040
Karnataka,South,Black (Regur),1000,Rabi,1.79,Rice,3383
Maharashtra,West,Clay,343,Rabi,0.1,Rice,3116
Arunachal Pradesh,Northeast,Red,1305,Rabi,0.58,Millets,1431
Arunachal Pradesh,Northeast,Alluvial,124,Kharif,0.1,Vegetables,12672
Gujarat,West,Clay,1214,Zaid,2.51,Vegetables,16138
Assam,Northeast,Alluvial,1005,Kharif,0.94,Sugarcane,69010
Punjab,North,Black (Regur),664,Rabi,0.1,Oilseeds,1279
Mizoram,Northeast,Clay,976,Kharif,0.68,Potato,23868
Gujarat,West,Laterite,1470,Kharif,2.38,Maize,2388
Manipur,Northeast,Red,749,Rabi,0.1,Oilseeds,1299
Bihar,East,Loamy,298,Rabi,0.1,Cotton,2051
Rajasthan,West,Laterite,1448,Kharif,2.2,Potato,17426
Uttarakhand,North,Black (Regur),1113,Rabi,0.5,Jute,3053
Tamil Nadu,South,Clay,888,Rabi,1.36,Maize,4031
Maharashtra,West,Red,1066,Kharif,0.91,Vegetables,15945
Himachal Pradesh,North,Black (Regur),1183,Kharif,1.57,Jute,2804
Kerala,South,Clay,693,Rabi,1.49,Jute,2598
West Bengal,East,Sandy,505,Kharif,1.21,Vegetables,12136
Tripura,Northeast,Black (Regur),691,Zaid,0.96,Oilseeds,979
Karnataka,South,Clay,1049,Kharif,0.41,Oilseeds,1364
Punjab,North,Clay,659,Rabi,1.82,Millets,1677
Uttarakhand,North,Red,1116,Kharif,1.52,Cotton,2175
Manipur,Northeast,Alluvial,977,Zaid,0.59,Sugarcane,73512
Andhra Pradesh,South,Clay,1021,Rabi,0.1,Millets,1576
Odisha,East,Red,1319,Rabi,0.1,Pulses,856
Karnataka,South,Alluvial,1279,Rabi,2.33,Oilseeds,1378
Chhattisgarh,Central,Laterite,753,Rabi,0.4,Pulses,880
Goa,West,Red,534,Kharif,1.1,Wheat,2312
Chhattisgarh,Central,Alluvial,1371,Zaid,2.33,Potato,21425
Bihar,East,Sandy,961,Rabi,0.18,Wheat,2738
Punjab,North,Clay,1142,Kharif,3.45,Sugarcane,74323
Telangana,South,Clay,996,Zaid,0.1,Maize,2809
Goa,West,Laterite,1277,Kharif,0.73,Rice,2744
Madhya Pradesh,Central,Clay,978,Kharif,0.73,Cotton,2150
Meghalaya,Northeast,Alluvial,880,Zaid,0.1,Oilseeds,1261
Manipur,Northeast,Laterite,1088,Rabi,1.68,Vegetables,16151
Sikkim,Northeast,Black (Regur),1160,Rabi,1.55,Oilseeds,1334
Uttarakhand,North,Clay,1130,Kharif,2.56,Sugarcane,71333
Karnataka,South,Clay,793,Rabi,2.45,Pulses,996
West Bengal,East,Loamy,1051,Zaid,2.2,Pulses,1010
Himachal Pradesh,North,Alluvial,669,Zaid,2.56,Potato,20305
Andhra Pradesh,South,Loamy,1137,Kharif,2.61,Vegetables,19419
Kerala,South,Clay,1045,Kharif,1.01,Cotton,2134
Assam,Northeast,Clay,920,Rabi,0.1,Wheat,3435
Nagaland,Northeast,Sandy,661,Kharif,1.17,Pulses,763
Arunachal Pradesh,Northeast,Alluvial,888,Rabi,1.89,Wheat,3268
Odisha,East,Alluvial,658,Kharif,2.65,Potato,21421
Nagaland,Northeast,Red,668,Kharif,0.25,Wheat,2593
Andhra Pradesh,South,Laterite,1477,Kharif,0.86,Sugarcane,49897
Maharashtra,West,Red,827,Rabi,0.1,Oilseeds,1329
Arunachal Pradesh,Northeast,Black (Regur),628,Kharif,1.31,Pulses,982
Maharashtra,West,Laterite,1261,Rabi,0.3,Potato,23547
Meghalaya,Northeast,Sandy,897,Kharif,2.13,Maize,3035
Odisha,East,Laterite,927,Rabi,2.4,Rice,3262
Sikkim,Northeast,Red,511,Zaid,0.71,Wheat,2424
Andhra Pradesh,South,Black (Regur),815,Kharif,0.1,Jute,2553
Maharashtra,West,Red,1027,Kharif,3.13,Cotton,1950
Gujarat,West,Loamy,660,Kharif,1.57,Rice,2925
Maharashtra,West,Clay,660,Kharif,1.75,Pulses,788
Jharkhand,East,Black (Regur),398,Rabi,1.84,Wheat,3125
Kerala,South,Laterite,845,Rabi,2.85,Pulses,892
Meghalaya,Northeast,Alluvial,719,Rabi,0.56,Sugarcane,82742
Chhattisgarh,Central,Sandy,1385,Kharif,2.89,Sugarcane,52703
Telangana,South,Alluvial,788,Kharif,3.64,Millets,1881
West Bengal,East,Sandy,325,Zaid,0.1,Rice,2027
Andhra Pradesh,South,Sandy,713,Kharif,2.65,Maize,2632
Jharkhand,East,Loamy,538,Rabi,0.63,Millets,1808
Punjab,North,Black (Regur),974,Kharif,2.35,Rice,3544
Kerala,South,Red,550,Kharif,2.15,Wheat,2326
Chhattisgarh,Central,Laterite,420,Kharif,1.07,Wheat,2480
Nagaland,Northeast,Loamy,843,Kharif,1.74,Rice,3686
Maharashtra,West,Sandy,1004,Rabi,1.17,Cotton,2007
Assam,Northeast,Sandy,1106,Rabi,1.16,Oilseeds,1222
Nagaland,Northeast,Loamy,1202,Kharif,0.1,Cotton,2402
Karnataka,South,Laterite,845,Zaid,2.75,Jute,2218
Tripura,Northeast,Alluvial,1287,Rabi,1.31,Millets,1820
Goa,West,Alluvial,968,Rabi,2.27,Maize,3898
Arunachal Pradesh,Northeast,Laterite,826,Kharif,0.1,Jute,2325
Tripura,Northeast,Laterite,988,Rabi,0.89,Pulses,843
Kerala,South,Clay,1296,Rabi,2.79,Cotton,2112
Maharashtra,West,Clay,792,Kharif,0.1,Millets,1584
Odisha,East,Red,1465,Rabi,4.94,Sugarcane,63095
Gujarat,West,Sandy,654,Rabi,1.85,Vegetables,13399
Telangana,South,Laterite,636,Kharif,2.55,Wheat,2573
Bihar,East,Alluvial,674,Kharif,0.1,Wheat,2961
Madhya Pradesh,Central,Loamy,1078,Rabi,1.75,Cotton,2643
Haryana,North,Sandy,1233,Kharif,2.17,Wheat,2418
Nagaland,Northeast,Sandy,1037,Kharif,2.64,Cotton,1656
Uttar Pradesh,North,Sandy,606,Kharif,1.95,Millets,1222
Telangana,South,Loamy,942,Kharif,1.26,Rice,3592
Tripura,Northeast,Clay,1055,Rabi,1.86,Millets,1762
Assam,Northeast,Clay,978,Kharif,0.1,Jute,2296
Rajasthan,West,Loamy,722,Kharif,2.43,Wheat,3362
Mizoram,Northeast,Red,737,Kharif,1.31,Millets,1519
Meghalaya,Northeast,Clay,1129,Kharif,3.32,Sugarcane,69910
Arunachal Pradesh,Northeast,Sandy,1300,Kharif,1.77,Rice,2369
Haryana,North,Alluvial,533,Kharif,1.35,Pulses,917
Bihar,East,Red,1187,Kharif,1.43,Rice,2912
Uttarakhand,North,Loamy,806,Kharif,0.1,Rice,3338
Haryana,North,Sandy,227,Kharif,4.96,Vegetables,11486
West Bengal,East,Alluvial,1120,Kharif,0.1,Pulses,988
Mizoram,Northeast,Sandy,864,Rabi,3.45,Millets,1377
Meghalaya,Northeast,Sandy,861,Kharif,0.74,Millets,1222
Himachal Pradesh,North,Laterite,716,Rabi,0.82,Maize,3340
Rajasthan,West,Black (Regur),1511,Kharif,1.82,Maize,2944
Telangana,South,Alluvial,921,Kharif,1.01,Rice,3688
Jharkhand,East,Laterite,900,Kharif,0.1,Rice,2657
Uttar Pradesh,North,Red,975,Kharif,2.22,Rice,3093
Meghalaya,Northeast,Red,141,Rabi,1.25,Sugarcane,54396
Andhra Pradesh,South,Red,782,Kharif,0.13,Potato,21205
Chhattisgarh,Central,Alluvial,767,Rabi,2.34,Millets,1737
West Bengal,East,Laterite,926,Kharif,0.38,Sugarcane,58448
Karnataka,South,Loamy,987,Kharif,1.93,Wheat,3309
Manipur,Northeast,Clay,1680,Kharif,2.48,Cotton,1833
Rajasthan,West,Laterite,804,Kharif,2.27,Pulses,910
Telangana,South,Clay,394,Rabi,1.44,Jute,2754
Bihar,East,Black (Regur),832,Rabi,0.1,Rice,3282
Goa,West,Clay,1308,Kharif,2.8,Wheat,2545
Uttarakhand,North,Laterite,685,Rabi,2.98,Oilseeds,1075
Jharkhand,East,Loamy,1437,Zaid,0.26,Millets,1237
Kerala,South,Alluvial,466,Kharif,0.18,Sugarcane,69817
Odisha,East,Laterite,629,Kharif,1.29,Rice,2609
Tripura,Northeast,Clay,1282,Rabi,0.91,Sugarcane,69787
Haryana,North,Black (Regur),897,Kharif,1.83,Potato,22460
Nagaland,Northeast,Clay,1426,Kharif,1.78,Cotton,1797
Madhya Pradesh,Central,Loamy,848,Kharif,0.94,Maize,3575
West Bengal,East,Laterite,1486,Rabi,2.35,Jute,2091
Punjab,North,Alluvial,853,Kharif,1.07,Cotton,2125
Goa,West,Red,1047,Kharif,0.2,Maize,3151
Bihar,East,Black (Regur),797,Rabi,0.98,Cotton,2660
Uttarakhand,North,Alluvial,773,Kharif,2.94,Sugarcane,82359
Tripura,Northeast,Black (Regur),1318,Rabi,0.48,Sugarcane,62655
Arunachal Pradesh,Northeast,Sandy,1320,Rabi,2.09,Oilseeds,1048
Andhra Pradesh,South,Red,804,Zaid,1.29,Potato,18904
Goa,West,Black (Regur),743,Zaid,1.14,Vegetables,16530
Punjab,North,Sandy,528,Rabi,2.97,Potato,20832
Rajasthan,West,Loamy,940,Rabi,0.1,Wheat,3764
Jharkhand,East,Sandy,1116,Kharif,1.23,Jute,2169
Jharkhand,East,Red,1055,Rabi,0.1,Maize,3785
Bihar,East,Clay,998,Kharif,0.1,Pulses,926
Nagaland,Northeast,Sandy,1238,Rabi,1.41,Pulses,908
Manipur,Northeast,Alluvial,996,Rabi,2.24,Sugarcane,89899
Telangana,South,Red,672,Rabi,0.82,Cotton,2143
Mizoram,Northeast,Clay,1002,Kharif,0.61,Rice,3400
Maharashtra,West,Laterite,607,Zaid,0.98,Rice,2331
West Bengal,East,Clay,757,Kharif,0.35,Potato,21221
Nagaland,Northeast,Black (Regur),1085,Rabi,1.11,Sugarcane,78543
Maharashtra,West,Laterite,991,Rabi,0.53,Jute,2734
Tripura,Northeast,Clay,684,Kharif,1.27,Potato,22362
Himachal Pradesh,North,Alluvial,1157,Rabi,3.22,Rice,3435
West Bengal,East,Black (Regur),1434,Kharif,2.27,Pulses,851
Assam,Northeast,Sandy,1478,Kharif,1.05,Rice,2499
Madhya Pradesh,Central,Red,819,Kharif,1.16,Jute,2180
Maharashtra,West,Sandy,617,Kharif,0.86,Pulses,745
Arunachal Pradesh,Northeast,Red,1156,Kharif,0.71,Vegetables,15262
Goa,West,Laterite,925,Rabi,0.27,Maize,3390
Kerala,South,Loamy,812,Rabi,0.1,Pulses,1217
Goa,West,Alluvial,874,Rabi,2.7,Sugarcane,85466
Himachal Pradesh,North,Laterite,1035,Kharif,1.84,Jute,2203
Goa,West,Black (Regur),782,Kharif,1.36,Rice,3112
Goa,West,Laterite,1279,Kharif,2.8,Cotton,2012
Sikkim,Northeast,Sandy,814,Rabi,2,Cotton,1942
Sikkim,Northeast,Sandy,1482,Kharif,0.92,Jute,1669
West Bengal,East,Clay,745,Kharif,5.35,Cotton,2079
Sikkim,Northeast,Black (Regur),1484,Kharif,0.36,Oilseeds,1171
Goa,West,Clay,1191,Kharif,2.26,Vegetables,16921
Goa,West,Sandy,557,Zaid,2.25,Jute,1826
Meghalaya,Northeast,Black (Regur),398,Kharif,2.51,Sugarcane,61505
Bihar,East,Loamy,671,Zaid,2.09,Vegetables,15513
Telangana,South,Sandy,700,Kharif,0.58,Wheat,2475
Tamil Nadu,South,Black (Regur),468,Kharif,2.67,Maize,3421
Andhra Pradesh,South,Sandy,800,Kharif,0.88,Cotton,1831
Karnataka,South,Black (Regur),872,Rabi,1.33,Jute,2933
Manipur,Northeast,Black (Regur),859,Rabi,0.1,Maize,3549
Odisha,East,Black (Regur),1267,Rabi,1.07,Sugarcane,83126
Himachal Pradesh,North,Sandy,848,Kharif,1.44,Maize,2642
Arunachal Pradesh,Northeast,Sandy,972,Rabi,3.79,Pulses,967
Punjab,North,Red,778,Rabi,3.06,Vegetables,17598
Rajasthan,West,Red,581,Kharif,1.12,Rice,2813
Manipur,Northeast,Laterite,656,Rabi,2.19,Cotton,1895
Sikkim,Northeast,Black (Regur),1045,Kharif,0.1,Wheat,3222
Sikkim,Northeast,Sandy,328,Kharif,0.88,Vegetables,13993
Mizoram,Northeast,Clay,732,Rabi,2.92,Oilseeds,1522
Arunachal Pradesh,Northeast,Loamy,745,Kharif,1.96,Millets,1800
Kerala,South,Alluvial,1239,Rabi,0.1,Pulses,1116
Punjab,North,Alluvial,1071,Kharif,2.19,Sugarcane,70208
Telangana,South,Red,570,Kharif,1.3,Pulses,762
Kerala,South,Laterite,793,Rabi,1.02,Sugarcane,70802
West Bengal,East,Clay,1251,Kharif,0.95,Vegetables,18260
Karnataka,South,Loamy,725,Rabi,2.81,Jute,3126
Meghalaya,Northeast,Black (Regur),628,Kharif,0.94,Vegetables,15071
Tamil Nadu,South,Clay,1376,Rabi,2.93,Sugarcane,59281
Tamil Nadu,South,Loamy,876,Kharif,2.68,Sugarcane,71120
Punjab,North,Loamy,897,Kharif,1.65,Potato,25587
Bihar,East,Clay,1031,Rabi,1.24,Oilseeds,1413
Goa,West,Loamy,946,Kharif,3.62,Wheat,3390
Gujarat,West,Red,775,Kharif,2.45,Wheat,2634
Goa,West,Clay,797,Kharif,0.1,Wheat,2786
Maharashtra,West,Alluvial,842,Zaid,3.81,Millets,1653
Jharkhand,East,Alluvial,1029,Rabi,2.56,Sugarcane,89981
Bihar,East,Sandy,882,Kharif,0.87,Oilseeds,965
Kerala,South,Sandy,932,Rabi,0.29,Maize,3415
Nagaland,Northeast,Black (Regur),1476,Kharif,0.84,Vegetables,15139
Uttar Pradesh,North,Red,1072,Kharif,2.71,Jute,2398
Telangana,South,Loamy,241,Kharif,0.1,Jute,2192
Uttarakhand,North,Laterite,786,Kharif,1.1,Wheat,2811
Maharashtra,West,Clay,1069,Kharif,1.67,Potato,22510
Haryana,North,Alluvial,1317,Zaid,3.3,Wheat,2644
West Bengal,East,Red,1098,Kharif,1.67,Millets,1474
Telangana,South,Red,487,Kharif,1.29,Pulses,826
Tamil Nadu,South,Clay,1190,Rabi,1.01,Millets,1832
Telangana,South,Laterite,1297,Rabi,3.19,Maize,3605
Jharkhand,East,Sandy,1082,Kharif,0.1,Wheat,2617
Gujarat,West,Sandy,919,Kharif,1.38,Potato,20122
Arunachal Pradesh,Northeast,Alluvial,600,Kharif,2.21,Cotton,2180
Manipur,Northeast,Clay,772,Kharif,1.44,Oilseeds,1178
Goa,West,Red,1280,Kharif,1.24,Potato,21874
Madhya Pradesh,Central,Alluvial,636,Kharif,0.53,Millets,1643
Madhya Pradesh,Central,Loamy,1471,Kharif,2.29,Oilseeds,1273
Rajasthan,West,Loamy,453,Kharif,2.17,Cotton,2226
Rajasthan,West,Clay,815,Zaid,2.16,Vegetables,16496
Punjab,North,Laterite,842,Zaid,0.1,Millets,1366
Assam,Northeast,Sandy,1111,Kharif,0.86,Jute,2228
Haryana,North,Sandy,658,Kharif,1.15,Pulses,671
Telangana,South,Black (Regur),988,Kharif,0.57,Rice,3354
Himachal Pradesh,North,Clay,867,Kharif,0.92,Oilseeds,1286
West Bengal,East,Laterite,734,Rabi,1.76,Jute,2368
Punjab,North,Black (Regur),1004,Rabi,3.34,Jute,2700
Nagaland,Northeast,Laterite,1091,Kharif,0.1,Wheat,2452
Kerala,South,Clay,931,Kharif,1.81,Rice,3002
Nagaland,Northeast,Loamy,546,Rabi,1.33,Vegetables,17835
Sikkim,Northeast,Loamy,759,Rabi,0.52,Cotton,2563
Madhya Pradesh,Central,Clay,933,Rabi,1.18,Rice,3311
Jharkhand,East,Alluvial,1140,Rabi,0.26,Wheat,3529
Kerala,South,Laterite,277,Rabi,0.32,Wheat,2005
Chhattisgarh,Central,Loamy,897,Zaid,0.1,Wheat,2744
Meghalaya,Northeast,Sandy,748,Kharif,0.99,Rice,2718
Meghalaya,Northeast,Black (Regur),1064,Kharif,1.36,Rice,3395
Telangana,South,Alluvial,1576,Rabi,0.1,Pulses,973
Sikkim,Northeast,Clay,1024,Rabi,1.81,Pulses,957
Goa,West,Alluvial,825,Kharif,0.1,Sugarcane,78978
Haryana,North,Loamy,846,Kharif,2.26,Pulses,987
Nagaland,Northeast,Loamy,1095,Rabi,0.1,Wheat,3247
Uttar Pradesh,North,Red,619,Kharif,1.07,Sugarcane,54445
Karnataka,South,Red,1044,Zaid,2.3,Maize,2595
Uttarakhand,North,Red,727,Zaid,2.45,Wheat,2669
Telangana,South,Laterite,649,Rabi,1.04,Vegetables,15037
Andhra Pradesh,South,Black (Regur),849,Kharif,2.74,Jute,2672
Nagaland,Northeast,Laterite,1604,Kharif,1.98,Maize,2346
Meghalaya,Northeast,Red,520,Rabi,1.7,Potato,19919
Punjab,North,Loamy,357,Zaid,2.5,Rice,2721
Chhattisgarh,Central,Loamy,1105,Zaid,2.16,Maize,3480
Sikkim,Northeast,Loamy,849,Rabi,2.39,Wheat,3155
Kerala,South,Black (Regur),937,Rabi,0.19,Pulses,1177
Jharkhand,East,Sandy,1189,Rabi,1.49,Pulses,944
Haryana,North,Laterite,897,Rabi,2.78,Wheat,2645
Arunachal Pradesh,Northeast,Sandy,1044,Kharif,3.6,Pulses,811
Bihar,East,Alluvial,821,Kharif,1.66,Rice,3476
Uttar Pradesh,North,Alluvial,1369,Kharif,1.86,Jute,2473
Manipur,Northeast,Black (Regur),907,Kharif,2.84,Cotton,2130
Arunachal Pradesh,Northeast,Sandy,700,Zaid,1.54,Pulses,675
Tamil Nadu,South,Black (Regur),539,Kharif,1.21,Jute,2368
Tamil Nadu,South,Alluvial,649,Kharif,1.09,Millets,1662
Tripura,Northeast,Clay,1528,Rabi,0.48,Pulses,960
Maharashtra,West,Sandy,909,Kharif,2.15,Oilseeds,967
Arunachal Pradesh,Northeast,Black (Regur),1311,Kharif,1.13,Rice,2979
Uttar Pradesh,North,Black (Regur),1062,Rabi,2.14,Rice,3819
Himachal Pradesh,North,Sandy,789,Kharif,0.1,Millets,1391
Odisha,East,Loamy,918,Kharif,1.16,Vegetables,18538
Arunachal Pradesh,Northeast,Clay,237,Rabi,1.55,Vegetables,14162
Meghalaya,Northeast,Laterite,759,Kharif,1.73,Pulses,830
Nagaland,Northeast,Black (Regur),1105,Zaid,2.61,Rice,2967
Odisha,East,Laterite,709,Rabi,1.82,Sugarcane,69861
Punjab,North,Alluvial,851,Zaid,1.57,Potato,21337
Maharashtra,West,Laterite,546,Kharif,1.8,Sugarcane,59401
Bihar,East,Laterite,671,Rabi,0.1,Millets,1446
Bihar,East,Sandy,966,Zaid,0.66,Millets,1253
Punjab,North,Clay,1419,Rabi,0.1,Wheat,3035
Andhra Pradesh,South,Loamy,790,Rabi,3.21,Rice,3978
West Bengal,East,Black (Regur),845,Rabi,2.12,Wheat,3362
Kerala,South,Laterite,568,Rabi,2.02,Oilseeds,1226
Nagaland,Northeast,Red,670,Kharif,2.01,Millets,1243
Uttarakhand,North,Sandy,791,Kharif,1.2,Millets,1383
Goa,West,Clay,1004,Rabi,0.1,Pulses,1051
Mizoram,Northeast,Black (Regur),1592,Rabi,1.48,Oilseeds,1288
Arunachal Pradesh,Northeast,Laterite,871,Rabi,3.62,Vegetables,16377
Kerala,South,Sandy,1008,Rabi,2.38,Sugarcane,64556
Karnataka,South,Clay,381,Zaid,0.34,Millets,1326
Madhya Pradesh,Central,Sandy,827,Zaid,0.57,Vegetables,12534
Nagaland,Northeast,Sandy,864,Kharif,2.93,Maize,2607
Andhra Pradesh,South,Black (Regur),1179,Kharif,1.37,Cotton,2348
Maharashtra,West,Alluvial,426,Kharif,0.55,Cotton,1992
Madhya Pradesh,Central,Sandy,100,Kharif,2.86,Pulses,609
