state,region,soil_type,rainfall_mm,season,area_ha,crop_name
Andhra Pradesh,South,Alluvial,1000,Kharif,2.61,Vegetables
Kerala,South,Black (Regur),778,Kharif,1.01,Cotton
Assam,Northeast,Loamy,736,Rabi,0.1,Wheat
Nagaland,Northeast,Sandy,545,Kharif,1.17,Pulses
Arunachal Pradesh,Northeast,Loamy,846,Rabi,1.89,Wheat
Odisha,East,Loamy,929,Kharif,2.65,Potato
Nagaland,Northeast,Loamy,855,Kharif,0.25,Wheat
Andhra Pradesh,South,Alluvial,1581,Kharif,0.86,Sugarcane
Maharashtra,West,Laterite,752,Rabi,0.1,Oilseeds
Arunachal Pradesh,Northeast,Sandy,580,Kharif,1.31,Pulses
Maharashtra,West,Loamy,792,Rabi,0.3,Potato
Meghalaya,Northeast,Clay,817,Kharif,2.13,Maize
Odisha,East,Clay,1312,Rabi,2.4,Rice
Sikkim,Northeast,Loamy,843,Zaid,0.71,Wheat
Andhra Pradesh,South,Alluvial,1729,Kharif,0.1,Jute
Maharashtra,West,Black (Regur),917,Kharif,3.13,Cotton
Gujarat,West,Clay,1304,Kharif,1.57,Rice
Maharashtra,West,Sandy,359,Kharif,1.75,Pulses
Jharkhand,East,Loamy,865,Rabi,1.84,Wheat
Kerala,South,Sandy,507,Rabi,2.85,Pulses
Meghalaya,Northeast,Alluvial,1719,Rabi,0.56,Sugarcane
Chhattisgarh,Central,Alluvial,1905,Kharif,2.89,Sugarcane
Telangana,South,Red,563,Kharif,3.64,Millets
West Bengal,East,Clay,1570,Zaid,0.1,Rice
Andhra Pradesh,South,Clay,985,Kharif,2.65,Maize
Jharkhand,East,Red,430,Rabi,0.63,Millets
Punjab,North,Clay,1257,Kharif,2.35,Rice
Kerala,South,Loamy,666,Kharif,2.15,Wheat
Chhattisgarh,Central,Loamy,802,Kharif,1.07,Wheat
Nagaland,Northeast,Clay,1432,Kharif,1.74,Rice
Maharashtra,West,Black (Regur),1058,Rabi,1.17,Cotton
Assam,Northeast,Laterite,652,Rabi,1.16,Oilseeds
Nagaland,Northeast,Black (Regur),761,Kharif,0.1,Cotton
Karnataka,South,Alluvial,1497,Zaid,2.75,Jute
Tripura,Northeast,Red,574,Rabi,1.31,Millets
Goa,West,Clay,856,Rabi,2.27,Maize
Arunachal Pradesh,Northeast,Alluvial,1337,Kharif,0.1,Jute
Tripura,Northeast,Sandy,301,Rabi,0.89,Pulses
Kerala,South,Black (Regur),838,Rabi,2.79,Cotton
Maharashtra,West,Red,551,Kharif,0.1,Millets
Odisha,East,Alluvial,1507,Rabi,4.94,Sugarcane
Gujarat,West,Alluvial,876,Rabi,1.85,Vegetables
Telangana,South,Loamy,852,Kharif,2.55,Wheat
Bihar,East,Loamy,616,Kharif,0.1,Wheat
Madhya Pradesh,Central,Black (Regur),758,Rabi,1.75,Cotton
Haryana,North,Loamy,705,Kharif,2.17,Wheat
Nagaland,Northeast,Black (Regur),751,Kharif,2.64,Cotton
Uttar Pradesh,North,Red,672,Kharif,1.95,Millets
Telangana,South,Clay,1400,Kharif,1.26,Rice
Tripura,Northeast,Red,537,Rabi,1.86,Millets
Assam,Northeast,Alluvial,1573,Kharif,0.1,Jute
Rajasthan,West,Loamy,649,Kharif,2.43,Wheat
Mizoram,Northeast,Red,422,Kharif,1.31,Millets
Meghalaya,Northeast,Alluvial,1987,Kharif,3.32,Sugarcane
Arunachal Pradesh,Northeast,Clay,1386,Kharif,1.77,Rice
Haryana,North,Sandy,597,Kharif,1.35,Pulses
Bihar,East,Clay,1213,Kharif,1.43,Rice
Uttarakhand,North,Clay,1572,Kharif,0.1,Rice
Haryana,North,Alluvial,971,Kharif,4.96,Vegetables
West Bengal,East,Sandy,540,Kharif,0.1,Pulses
Mizoram,Northeast,Red,466,Rabi,3.45,Millets
Meghalaya,Northeast,Red,427,Kharif,0.74,Millets
Himachal Pradesh,North,Clay,917,Rabi,0.82,Maize
Rajasthan,West,Clay,821,Kharif,1.82,Maize
Telangana,South,Clay,1266,Kharif,1.01,Rice
Jharkhand,East,Clay,1313,Kharif,0.1,Rice
Uttar Pradesh,North,Clay,1228,Kharif,2.22,Rice
Meghalaya,Northeast,Alluvial,1545,Rabi,1.25,Sugarcane
Andhra Pradesh,South,Loamy,913,Kharif,0.13,Potato
Chhattisgarh,Central,Red,534,Rabi,2.34,Millets
West Bengal,East,Alluvial,1532,Kharif,0.38,Sugarcane
Karnataka,South,Loamy,850,Kharif,1.93,Wheat
Manipur,Northeast,Black (Regur),912,Kharif,2.48,Cotton
Rajasthan,West,Sandy,312,Kharif,2.27,Pulses
Telangana,South,Alluvial,1467,Rabi,1.44,Jute
Bihar,East,Clay,1352,Rabi,0.1,Rice
Goa,West,Loamy,661,Kharif,2.8,Wheat
Uttarakhand,North,Laterite,568,Rabi,2.98,Oilseeds
Jharkhand,East,Red,581,Zaid,0.26,Millets
Kerala,South,Alluvial,1584,Kharif,0.18,Sugarcane
Odisha,East,Clay,1327,Kharif,1.29,Rice
Tripura,Northeast,Alluvial,1813,Rabi,0.91,Sugarcane
Haryana,North,Loamy,653,Kharif,1.83,Potato
Nagaland,Northeast,Black (Regur),916,Kharif,1.78,Cotton
Madhya Pradesh,Central,Clay,901,Kharif,0.94,Maize
West Bengal,East,Alluvial,1536,Rabi,2.35,Jute
Punjab,North,Black (Regur),1082,Kharif,1.07,Cotton
Goa,West,Clay,918,Kharif,0.2,Maize
Bihar,East,Black (Regur),1049,Rabi,0.98,Cotton
Uttarakhand,North,Alluvial,1733,Kharif,2.94,Sugarcane
Tripura,Northeast,Alluvial,1652,Rabi,0.48,Sugarcane
Arunachal Pradesh,Northeast,Laterite,799,Rabi,2.09,Oilseeds
Andhra Pradesh,South,Loamy,678,Zaid,1.29,Potato
Goa,West,Alluvial,1043,Zaid,1.14,Vegetables
Punjab,North,Loamy,927,Rabi,2.97,Potato
Rajasthan,West,Loamy,795,Rabi,0.1,Wheat
Jharkhand,East,Alluvial,1395,Kharif,1.23,Jute
Jharkhand,East,Clay,799,Rabi,0.1,Maize
Bihar,East,Sandy,417,Kharif,0.1,Pulses
Nagaland,Northeast,Sandy,505,Rabi,1.41,Pulses
Manipur,Northeast,Alluvial,1556,Rabi,2.24,Sugarcane
Telangana,South,Black (Regur),824,Rabi,0.82,Cotton
Mizoram,Northeast,Clay,1239,Kharif,0.61,Rice
Maharashtra,West,Clay,1408,Zaid,0.98,Rice
West Bengal,East,Loamy,808,Kharif,0.35,Potato
Nagaland,Northeast,Alluvial,1885,Rabi,1.11,Sugarcane
Maharashtra,West,Alluvial,1496,Rabi,0.53,Jute
Tripura,Northeast,Loamy,974,Kharif,1.27,Potato
Himachal Pradesh,North,Clay,1360,Rabi,3.22,Rice
West Bengal,East,Sandy,588,Kharif,2.27,Pulses
Assam,Northeast,Clay,1530,Kharif,1.05,Rice
Madhya Pradesh,Central,Alluvial,1750,Kharif,1.16,Jute
Maharashtra,West,Sandy,353,Kharif,0.86,Pulses
Arunachal Pradesh,Northeast,Alluvial,859,Kharif,0.71,Vegetables
Goa,West,Clay,937,Rabi,0.27,Maize
Kerala,South,Sandy,475,Rabi,0.1,Pulses
Goa,West,Alluvial,1735,Rabi,2.7,Sugarcane
Himachal Pradesh,North,Alluvial,1757,Kharif,1.84,Jute
Goa,West,Clay,1429,Kharif,1.36,Rice
Goa,West,Black (Regur),710,Kharif,2.8,Cotton
Sikkim,Northeast,Black (Regur),1087,Rabi,2,Cotton
Sikkim,Northeast,Alluvial,1373,Kharif,0.92,Jute
West Bengal,East,Black (Regur),1002,Kharif,5.35,Cotton
Sikkim,Northeast,Laterite,579,Kharif,0.36,Oilseeds
Goa,West,Alluvial,1014,Kharif,2.26,Vegetables
Goa,West,Alluvial,1792,Zaid,2.25,Jute
Meghalaya,Northeast,Alluvial,1532,Kharif,2.51,Sugarcane
Bihar,East,Alluvial,911,Zaid,2.09,Vegetables
Telangana,South,Loamy,826,Kharif,0.58,Wheat
Tamil Nadu,South,Clay,931,Kharif,2.67,Maize
Andhra Pradesh,South,Black (Regur),999,Kharif,0.88,Cotton
Karnataka,South,Alluvial,1675,Rabi,1.33,Jute
Manipur,Northeast,Clay,877,Rabi,0.1,Maize
Odisha,East,Alluvial,1826,Rabi,1.07,Sugarcane
Himachal Pradesh,North,Clay,772,Kharif,1.44,Maize
Arunachal Pradesh,Northeast,Sandy,306,Rabi,3.79,Pulses
Punjab,North,Alluvial,924,Rabi,3.06,Vegetables
Rajasthan,West,Clay,1231,Kharif,1.12,Rice
Manipur,Northeast,Black (Regur),729,Rabi,2.19,Cotton
Sikkim,Northeast,Loamy,617,Kharif,0.1,Wheat
Sikkim,Northeast,Alluvial,1084,Kharif,0.88,Vegetables
Mizoram,Northeast,Laterite,737,Rabi,2.92,Oilseeds
Arunachal Pradesh,Northeast,Red,682,Kharif,1.96,Millets
Kerala,South,Sandy,314,Rabi,0.1,Pulses
Punjab,North,Alluvial,1829,Kharif,2.19,Sugarcane
Telangana,South,Sandy,552,Kharif,1.3,Pulses
Kerala,South,Alluvial,1635,Rabi,1.02,Sugarcane
West Bengal,East,Alluvial,860,Kharif,0.95,Vegetables
Karnataka,South,Alluvial,1519,Rabi,2.81,Jute
Meghalaya,Northeast,Alluvial,1154,Kharif,0.94,Vegetables
Tamil Nadu,South,Alluvial,1697,Rabi,2.93,Sugarcane
Tamil Nadu,South,Alluvial,1702,Kharif,2.68,Sugarcane
Punjab,North,Loamy,623,Kharif,1.65,Potato
Bihar,East,Laterite,692,Rabi,1.24,Oilseeds
Goa,West,Loamy,604,Kharif,3.62,Wheat
Gujarat,West,Loamy,648,Kharif,2.45,Wheat
Goa,West,Loamy,697,Kharif,0.1,Wheat
Maharashtra,West,Red,671,Zaid,3.81,Millets
Jharkhand,East,Alluvial,1998,Rabi,2.56,Sugarcane
Bihar,East,Laterite,762,Kharif,0.87,Oilseeds
Kerala,South,Clay,956,Rabi,0.29,Maize
Nagaland,Northeast,Alluvial,868,Kharif,0.84,Vegetables
Uttar Pradesh,North,Alluvial,1304,Kharif,2.71,Jute
Telangana,South,Alluvial,1305,Kharif,0.1,Jute
Uttarakhand,North,Loamy,817,Kharif,1.1,Wheat
Maharashtra,West,Loamy,929,Kharif,1.67,Potato
Haryana,North,Loamy,628,Zaid,3.3,Wheat
West Bengal,East,Red,569,Kharif,1.67,Millets
Telangana,South,Sandy,537,Kharif,1.29,Pulses
Tamil Nadu,South,Red,512,Rabi,1.01,Millets
Telangana,South,Clay,802,Rabi,3.19,Maize
Jharkhand,East,Loamy,714,Kharif,0.1,Wheat
Gujarat,West,Loamy,906,Kharif,1.38,Potato
Arunachal Pradesh,Northeast,Black (Regur),887,Kharif,2.21,Cotton
Manipur,Northeast,Laterite,769,Kharif,1.44,Oilseeds
Goa,West,Loamy,753,Kharif,1.24,Potato
Madhya Pradesh,Central,Red,480,Kharif,0.53,Millets
Madhya Pradesh,Central,Laterite,557,Kharif,2.29,Oilseeds
Rajasthan,West,Black (Regur),924,Kharif,2.17,Cotton
Rajasthan,West,Alluvial,1040,Zaid,2.16,Vegetables
Punjab,North,Red,652,Zaid,0.1,Millets
Assam,Northeast,Alluvial,1393,Kharif,0.86,Jute
Haryana,North,Sandy,547,Kharif,1.15,Pulses
Telangana,South,Clay,1357,Kharif,0.57,Rice
Himachal Pradesh,North,Laterite,538,Kharif,0.92,Oilseeds
West Bengal,East,Alluvial,1685,Rabi,1.76,Jute
Punjab,North,Alluvial,1673,Rabi,3.34,Jute
Nagaland,Northeast,Loamy,618,Kharif,0.1,Wheat
Kerala,South,Clay,1568,Kharif,1.81,Rice
Nagaland,Northeast,Alluvial,1163,Rabi,1.33,Vegetables
Sikkim,Northeast,Black (Regur),710,Rabi,0.52,Cotton
Madhya Pradesh,Central,Clay,1395,Rabi,1.18,Rice
Jharkhand,East,Loamy,829,Rabi,0.26,Wheat
Kerala,South,Loamy,700,Rabi,0.32,Wheat
Chhattisgarh,Central,Loamy,698,Zaid,0.1,Wheat
Meghalaya,Northeast,Clay,1520,Kharif,0.99,Rice
Meghalaya,Northeast,Clay,1224,Kharif,1.36,Rice
Telangana,South,Sandy,473,Rabi,0.1,Pulses
Sikkim,Northeast,Sandy,576,Rabi,1.81,Pulses
Goa,West,Alluvial,1815,Kharif,0.1,Sugarcane
Haryana,North,Sandy,391,Kharif,2.26,Pulses
Nagaland,Northeast,Loamy,747,Rabi,0.1,Wheat
Uttar Pradesh,North,Alluvial,1580,Kharif,1.07,Sugarcane
Karnataka,South,Clay,857,Zaid,2.3,Maize
Uttarakhand,North,Loamy,689,Zaid,2.45,Wheat
Telangana,South,Alluvial,889,Rabi,1.04,Vegetables
Andhra Pradesh,South,Alluvial,1523,Kharif,2.74,Jute
Nagaland,Northeast,Clay,944,Kharif,1.98,Maize
Meghalaya,Northeast,Loamy,978,Rabi,1.7,Potato
Punjab,North,Clay,1462,Zaid,2.5,Rice
Chhattisgarh,Central,Clay,910,Zaid,2.16,Maize
Sikkim,Northeast,Loamy,720,Rabi,2.39,Wheat
Kerala,South,Sandy,530,Rabi,0.19,Pulses
Jharkhand,East,Sandy,380,Rabi,1.49,Pulses
Haryana,North,Loamy,855,Rabi,2.78,Wheat
Arunachal Pradesh,Northeast,Sandy,483,Kharif,3.6,Pulses
Bihar,East,Clay,1283,Kharif,1.66,Rice
Uttar Pradesh,North,Alluvial,1304,Kharif,1.86,Jute
Manipur,Northeast,Black (Regur),701,Kharif,2.84,Cotton
Arunachal Pradesh,Northeast,Sandy,357,Zaid,1.54,Pulses
Tamil Nadu,South,Alluvial,1800,Kharif,1.21,Jute
Tamil Nadu,South,Red,479,Kharif,1.09,Millets
Tripura,Northeast,Sandy,521,Rabi,0.48,Pulses
Maharashtra,West,Laterite,710,Kharif,2.15,Oilseeds
Arunachal Pradesh,Northeast,Clay,1488,Kharif,1.13,Rice
Uttar Pradesh,North,Clay,1382,Rabi,2.14,Rice
Himachal Pradesh,North,Red,489,Kharif,0.1,Millets
Odisha,East,Alluvial,939,Kharif,1.16,Vegetables
Arunachal Pradesh,Northeast,Alluvial,962,Rabi,1.55,Vegetables
Meghalaya,Northeast,Sandy,579,Kharif,1.73,Pulses
Nagaland,Northeast,Clay,1431,Zaid,2.61,Rice
Odisha,East,Alluvial,1657,Rabi,1.82,Sugarcane
Punjab,North,Loamy,757,Zaid,1.57,Potato
Maharashtra,West,Alluvial,1573,Kharif,1.8,Sugarcane
Bihar,East,Red,550,Rabi,0.1,Millets
Bihar,East,Red,446,Zaid,0.66,Millets
Punjab,North,Loamy,836,Rabi,0.1,Wheat
Andhra Pradesh,South,Clay,1236,Rabi,3.21,Rice
West Bengal,East,Loamy,777,Rabi,2.12,Wheat
Kerala,South,Laterite,610,Rabi,2.02,Oilseeds
Nagaland,Northeast,Red,430,Kharif,2.01,Millets
Uttarakhand,North,Red,694,Kharif,1.2,Millets
Goa,West,Sandy,439,Rabi,0.1,Pulses
Mizoram,Northeast,Laterite,609,Rabi,1.48,Oilseeds
Arunachal Pradesh,Northeast,Alluvial,983,Rabi,3.62,Vegetables
Kerala,South,Alluvial,1788,Rabi,2.38,Sugarcane
Karnataka,South,Red,604,Zaid,0.34,Millets
Madhya Pradesh,Central,Alluvial,865,Zaid,0.57,Vegetables
Nagaland,Northeast,Clay,754,Kharif,2.93,Maize
Andhra Pradesh,South,Black (Regur),740,Kharif,1.37,Cotton
Maharashtra,West,Black (Regur),1045,Kharif,0.55,Cotton
Madhya Pradesh,Central,Sandy,363,Kharif,2.86,Pulses
Tripura,Northeast,Loamy,826,Kharif,1.2,Potato
Uttarakhand,North,Red,464,Kharif,0.1,Millets
Uttarakhand,North,Clay,1437,Kharif,1.69,Rice
Haryana,North,Clay,1362,Kharif,2.72,Rice
Kerala,South,Sandy,585,Kharif,3.16,Pulses
Arunachal Pradesh,Northeast,Loamy,800,Kharif,1,Wheat
Telangana,South,Alluvial,1195,Kharif,1.32,Vegetables
Tripura,Northeast,Laterite,713,Zaid,0.1,Oilseeds
Chhattisgarh,Central,Black (Regur),925,Kharif,1.04,Cotton
Punjab,North,Alluvial,1816,Zaid,1.03,Sugarcane
Haryana,North,Sandy,339,Rabi,2.51,Pulses
Tamil Nadu,South,Clay,1287,Rabi,1.21,Rice
Punjab,North,Alluvial,1754,Kharif,0.24,Jute
Madhya Pradesh,Central,Clay,1595,Kharif,2.36,Rice
Punjab,North,Red,640,Kharif,1.93,Millets
Mizoram,Northeast,Alluvial,877,Kharif,1.53,Vegetables
Odisha,East,Sandy,556,Zaid,1.87,Pulses
Sikkim,Northeast,Sandy,547,Rabi,0.67,Pulses
Uttar Pradesh,North,Alluvial,1417,Rabi,2.67,Jute
Manipur,Northeast,Black (Regur),1022,Kharif,0.9,Cotton
Mizoram,Northeast,Sandy,566,Kharif,0.59,Pulses
Uttar Pradesh,North,Sandy,412,Kharif,1.12,Pulses
Punjab,North,Clay,981,Kharif,0.98,Maize
Chhattisgarh,Central,Red,648,Kharif,1.2,Millets
Madhya Pradesh,Central,Loamy,829,Kharif,1.95,Wheat
West Bengal,East,Clay,1318,Rabi,0.1,Rice
Nagaland,Northeast,Alluvial,1571,Zaid,1.67,Sugarcane
West Bengal,East,Loamy,865,Kharif,1.31,Potato
Tamil Nadu,South,Loamy,846,Rabi,1.81,Wheat
Arunachal Pradesh,Northeast,Alluvial,1368,Rabi,1.62,Jute
Telangana,South,Clay,980,Kharif,3.29,Maize
Himachal Pradesh,North,Alluvial,1863,Kharif,0.79,Sugarcane
Himachal Pradesh,North,Loamy,888,Kharif,0.36,Potato
Jharkhand,East,Clay,813,Rabi,1.1,Maize
Chhattisgarh,Central,Laterite,782,Rabi,0.21,Oilseeds
Punjab,North,Black (Regur),867,Kharif,0.1,Cotton
Rajasthan,West,Alluvial,1551,Kharif,3.62,Sugarcane
Goa,West,Loamy,649,Rabi,1.15,Wheat
Madhya Pradesh,Central,Alluvial,922,Kharif,1.27,Vegetables
Haryana,North,Black (Regur),923,Kharif,0.89,Cotton
Andhra Pradesh,South,Sandy,407,Rabi,0.1,Pulses
Mizoram,Northeast,Loamy,661,Kharif,1.43,Potato
Kerala,South,Loamy,812,Kharif,0.1,Wheat
Punjab,North,Red,593,Kharif,0.15,Millets
Rajasthan,West,Alluvial,1818,Zaid,1.43,Sugarcane
Uttar Pradesh,North,Alluvial,1181,Kharif,0.1,Vegetables
Karnataka,South,Clay,859,Kharif,2.8,Maize
Haryana,North,Loamy,912,Zaid,0.72,Potato
Chhattisgarh,Central,Black (Regur),814,Kharif,1.95,Cotton
Bihar,East,Clay,701,Rabi,1.5,Maize
Odisha,East,Black (Regur),852,Kharif,1.98,Cotton
Bihar,East,Alluvial,1873,Kharif,1.36,Sugarcane
Maharashtra,West,Alluvial,1663,Kharif,0.18,Sugarcane
Sikkim,Northeast,Sandy,323,Kharif,0.79,Pulses
Jharkhand,East,Loamy,829,Kharif,2.31,Wheat
Tripura,Northeast,Clay,700,Rabi,0.1,Maize
Jharkhand,East,Black (Regur),921,Rabi,1.19,Cotton
Andhra Pradesh,South,Alluvial,1488,Kharif,0.62,Jute
Odisha,East,Red,532,Kharif,0.31,Millets
Himachal Pradesh,North,Loamy,844,Kharif,3.25,Wheat
Haryana,North,Alluvial,878,Kharif,2.48,Vegetables
Punjab,North,Sandy,580,Kharif,1.2,Pulses
Jharkhand,East,Alluvial,840,Rabi,1.01,Vegetables
Andhra Pradesh,South,Laterite,675,Rabi,0.57,Oilseeds
Sikkim,Northeast,Sandy,535,Kharif,1.91,Pulses
Manipur,Northeast,Loamy,695,Kharif,1.15,Wheat
Tamil Nadu,South,Clay,932,Zaid,1.29,Maize
Jharkhand,East,Clay,866,Rabi,1.31,Maize
Uttar Pradesh,North,Loamy,672,Zaid,2.43,Potato
Sikkim,Northeast,Red,568,Rabi,0.97,Millets
Rajasthan,West,Loamy,817,Rabi,1.87,Potato
Chhattisgarh,Central,Loamy,671,Rabi,2.19,Potato
Kerala,South,Clay,1458,Rabi,0.45,Rice
Tripura,Northeast,Clay,1550,Kharif,0.55,Rice
Andhra Pradesh,South,Sandy,408,Kharif,0.34,Pulses
Arunachal Pradesh,Northeast,Alluvial,1892,Kharif,0.1,Sugarcane
Nagaland,Northeast,Red,536,Kharif,2,Millets
Uttarakhand,North,Sandy,356,Rabi,2.15,Pulses
Nagaland,Northeast,Alluvial,1969,Kharif,2.35,Sugarcane
Tripura,Northeast,Laterite,626,Kharif,1.5,Oilseeds
Bihar,East,Alluvial,1543,Kharif,2.7,Jute
Uttarakhand,North,Loamy,823,Rabi,1.79,Wheat
Odisha,East,Loamy,780,Kharif,0.1,Wheat
Odisha,East,Alluvial,826,Rabi,3.21,Vegetables
Maharashtra,West,Loamy,853,Rabi,2.84,Potato
Tripura,Northeast,Clay,895,Zaid,0.11,Maize
Gujarat,West,Clay,1480,Kharif,0.1,Rice
Arunachal Pradesh,Northeast,Laterite,635,Rabi,2.25,Oilseeds
Gujarat,West,Black (Regur),721,Kharif,3.54,Cotton
Chhattisgarh,Central,Sandy,450,Kharif,1.4,Pulses
Odisha,East,Alluvial,1563,Rabi,0.9,Sugarcane
Goa,West,Clay,867,Zaid,1.3,Maize
Karnataka,South,Laterite,667,Zaid,0.35,Oilseeds
Kerala,South,Alluvial,1024,Kharif,3.54,Vegetables
Karnataka,South,Red,591,Kharif,0.1,Millets
Bihar,East,Sandy,362,Zaid,1.83,Pulses
Sikkim,Northeast,Red,579,Rabi,1.9,Millets
Goa,West,Loamy,946,Kharif,3.7,Potato
Assam,Northeast,Alluvial,1152,Rabi,3.85,Vegetables
Arunachal Pradesh,Northeast,Loamy,882,Rabi,1.26,Wheat
West Bengal,East,Loamy,843,Zaid,0.1,Potato
Punjab,North,Black (Regur),906,Zaid,1.6,Cotton
Manipur,Northeast,Clay,1265,Rabi,0.89,Rice
Sikkim,Northeast,Black (Regur),928,Zaid,3.25,Cotton
Tripura,Northeast,Clay,1315,Kharif,2.11,Rice
Maharashtra,West,Alluvial,1057,Kharif,1.94,Vegetables
Haryana,North,Alluvial,1510,Rabi,2.84,Jute
Haryana,North,Clay,1247,Kharif,1.85,Rice
Meghalaya,Northeast,Alluvial,1921,Kharif,0.26,Sugarcane
Nagaland,Northeast,Laterite,771,Kharif,0.66,Oilseeds
Tamil Nadu,South,Alluvial,816,Rabi,1.08,Vegetables
Kerala,South,Clay,888,Kharif,3.13,Maize
Andhra Pradesh,South,Alluvial,1630,Kharif,1.65,Jute
Madhya Pradesh,Central,Red,683,Kharif,0.67,Millets
Tamil Nadu,South,Clay,1349,Kharif,1.14,Rice
Rajasthan,West,Alluvial,1623,Kharif,3.21,Sugarcane
Maharashtra,West,Laterite,743,Rabi,2.29,Oilseeds
Chhattisgarh,Central,Alluvial,1372,Kharif,1.09,Jute
Odisha,East,Clay,749,Kharif,1.19,Maize
Odisha,East,Red,555,Kharif,1.24,Millets
Goa,West,Loamy,918,Kharif,2.11,Potato
Manipur,Northeast,Alluvial,1544,Kharif,1.68,Jute
Haryana,North,Red,420,Kharif,0.81,Millets
Telangana,South,Clay,1567,Rabi,1.13,Rice
Odisha,East,Alluvial,1958,Kharif,2.62,Sugarcane
Telangana,South,Loamy,665,Kharif,1.38,Wheat
Mizoram,Northeast,Alluvial,1085,Kharif,2.98,Vegetables
Assam,Northeast,Alluvial,1677,Kharif,0.23,Sugarcane
Jharkhand,East,Clay,1372,Kharif,0.15,Rice
Nagaland,Northeast,Red,466,Rabi,0.77,Millets
Arunachal Pradesh,Northeast,Alluvial,1898,Zaid,0.1,Sugarcane
Assam,Northeast,Red,524,Rabi,0.1,Millets
Rajasthan,West,Clay,802,Kharif,2.38,Maize
Chhattisgarh,Central,Black (Regur),1087,Rabi,3.26,Cotton
Gujarat,West,Sandy,406,Kharif,2.73,Pulses
Gujarat,West,Laterite,768,Kharif,0.66,Oilseeds
Kerala,South,Clay,1232,Kharif,1.84,Rice
Punjab,North,Sandy,364,Rabi,0.15,Pulses
Arunachal Pradesh,Northeast,Clay,1434,Zaid,4.32,Rice
Uttarakhand,North,Alluvial,802,Kharif,1.97,Vegetables
West Bengal,East,Alluvial,1584,Kharif,1.92,Jute
Maharashtra,West,Black (Regur),1008,Zaid,1.26,Cotton
Chhattisgarh,Central,Loamy,895,Kharif,2.09,Potato
Arunachal Pradesh,Northeast,Black (Regur),734,Rabi,1.03,Cotton
Kerala,South,Sandy,453,Kharif,3.66,Pulses
Uttarakhand,North,Alluvial,1587,Kharif,0.1,Jute
Nagaland,Northeast,Clay,1275,Kharif,1.37,Rice
Meghalaya,Northeast,Clay,908,Rabi,0.1,Maize
Telangana,South,Black (Regur),894,Rabi,0.99,Cotton
Karnataka,South,Clay,786,Zaid,1.3,Maize
Sikkim,Northeast,Clay,1249,Kharif,0.58,Rice
Haryana,North,Alluvial,1764,Rabi,1.28,Jute
Himachal Pradesh,North,Laterite,704,Kharif,0.1,Oilseeds
Manipur,Northeast,Red,427,Rabi,3.55,Millets
Gujarat,West,Sandy,519,Rabi,1.45,Pulses
Punjab,North,Loamy,877,Kharif,2.44,Wheat
Jharkhand,East,Loamy,634,Rabi,0.22,Potato
Uttarakhand,North,Sandy,393,Kharif,0.37,Pulses
West Bengal,East,Black (Regur),723,Kharif,0.8,Cotton
Tamil Nadu,South,Red,517,Kharif,1.1,Millets
Rajasthan,West,Loamy,965,Rabi,0.7,Potato
Jharkhand,East,Black (Regur),1074,Rabi,3.52,Cotton
Sikkim,Northeast,Alluvial,1681,Rabi,3.48,Jute
Chhattisgarh,Central,Loamy,795,Kharif,3.03,Potato
Gujarat,West,Alluvial,1848,Rabi,3.75,Sugarcane
Himachal Pradesh,North,Clay,760,Kharif,2.01,Maize
Uttarakhand,North,Black (Regur),999,Rabi,0.1,Cotton
Manipur,Northeast,Clay,1409,Rabi,1.94,Rice
Arunachal Pradesh,Northeast,Laterite,714,Rabi,2.04,Oilseeds
Assam,Northeast,Clay,1414,Rabi,1.19,Rice
Meghalaya,Northeast,Black (Regur),1000,Kharif,2.73,Cotton
Andhra Pradesh,South,Sandy,438,Rabi,3.38,Pulses
Rajasthan,West,Alluvial,848,Zaid,2.26,Vegetables
Tamil Nadu,South,Alluvial,1116,Zaid,1.79,Vegetables
West Bengal,East,Red,580,Rabi,1.27,Millets
Haryana,North,Black (Regur),950,Rabi,2.16,Cotton
Punjab,North,Black (Regur),736,Rabi,0.1,Cotton
Haryana,North,Loamy,682,Kharif,1.26,Wheat
Nagaland,Northeast,Alluvial,1803,Kharif,1.54,Sugarcane
Uttarakhand,North,Alluvial,1327,Kharif,2.35,Jute
Uttarakhand,North,Loamy,852,Rabi,0.94,Wheat
Meghalaya,Northeast,Loamy,644,Zaid,0.1,Potato
Meghalaya,Northeast,Black (Regur),881,Kharif,4.58,Cotton
Chhattisgarh,Central,Loamy,937,Kharif,0.1,Potato
Chhattisgarh,Central,Red,557,Rabi,3.32,Millets
Goa,West,Alluvial,1688,Kharif,3.79,Jute
Rajasthan,West,Black (Regur),766,Rabi,0.17,Cotton
Rajasthan,West,Black (Regur),787,Rabi,1.53,Cotton
Sikkim,Northeast,Clay,1418,Rabi,0.63,Rice
Assam,Northeast,Sandy,466,Rabi,1.45,Pulses
Uttarakhand,North,Clay,1277,Kharif,0.1,Rice
Himachal Pradesh,North,Loamy,893,Rabi,2.43,Potato
Odisha,East,Loamy,695,Kharif,1.8,Wheat
Madhya Pradesh,Central,Clay,1513,Kharif,1.55,Rice
Andhra Pradesh,South,Alluvial,1142,Kharif,1.67,Vegetables
Meghalaya,Northeast,Black (Regur),838,Kharif,1.86,Cotton
Maharashtra,West,Alluvial,1179,Kharif,0.52,Vegetables
Meghalaya,Northeast,Clay,996,Rabi,3.63,Maize
